nr,möbel,läge,facit_low,facit_high,low,default,high,n,variantMethod,variantSource,effectiveN,sizeMethod,sizeQuery,sizeWarning,filtersConverted,variant,imageFiltered,cellLevel,cellKey,priceBasis,note,confidence,träff_intervall,träff_default,avvikelse,felklass
6,Jysk fåtölj,kärnnamn,350,1000,500.0,700.0,1000.0,95,filtered,type_system:text,95.0,none,,,,['fatolj'],none,,,asking,Baserat på 95 liknande annonser. Baserat på utropspriser i annonser. Endast annonser från senaste 8 månaderna. Endast fåtölj.,high,True,True,0.0,övrigt
6,Jysk fåtölj,kärnnamn + bild,350,1000,500.0,700.0,1000.0,95,filtered,type_system:text,95.0,none,,,,['fatolj'],none,,,asking,Baserat på 95 liknande annonser. Baserat på utropspriser i annonser. Endast annonser från senaste 8 månaderna. Endast fåtölj.,high,True,True,0.0,övrigt
7,Swedese Lamino,kärnnamn,8500,12000,4000.0,8500.0,11500.0,36,none,unresolved,36.0,none,,,,,none,,,asking,"Baserat på 36 liknande annonser. Möbeltypen kunde inte avgöras vare sig ur bilden eller texten, så jämförelsen är gjord på hela träffmängden. Baserat på utropspriser i annonser. Endast annonser från senaste 8 månaderna.",low,True,True,0.0,övrigt
7,Swedese Lamino,kärnnamn + bild,8500,12000,4999.0,9999.0,13000.0,36,weighted,type_system:image+union2,27.0,none,,,variant,"['fatolj', 'stol']",none,,,asking,Baserat på 36 liknande annonser. Baserat på utropspriser i annonser. Endast annonser från senaste 8 månaderna.,high,True,True,0.0,övrigt
8,DUX Bruno Mathsson Eva,kärnnamn,3500,6500,3061.0,5638.0,7744.0,15,none,unresolved,15.0,none,,,,,none,,,asking,"Baserat på 15 liknande annonser. Möbeltypen kunde inte avgöras vare sig ur bilden eller texten, så jämförelsen är gjord på hela träffmängden. Baserat på utropspriser i annonser. För få annonser inom 8 månader, så de 15 senaste används oavsett ålder. Bara 15 annonser av just den modellen, så priset är sammanvägt med 57 liknande annonser av samma märke och möbeltyp (vikt 0.71 på modellen).",low,True,True,0.0,tunt
8,DUX Bruno Mathsson Eva,kärnnamn + bild,3500,6500,2750.0,5500.0,6500.0,15,weighted,type_system:image+union2,13.5,none,,,variant,"['fatolj', 'stol']",none,,,asking,"Baserat på 15 liknande annonser. Baserat på utropspriser i annonser. För få annonser inom 8 månader, så de 15 senaste används oavsett ålder.",high,True,True,0.0,tunt
9,Matbord trä,kärnnamn,3000,7000,300.0,900.0,6000.0,4116,filtered,type_system:text+union2,4116.0,none,,"5 stolar,4 stolar,2 stolar,6 stolar,8 stolar,3 stolar,50-100cm,100-150cm,150-200cm,250-300cm,200-250cm,300-350cm",,"['matbord', 'matgrupp']",none,,,asking_forced_unknown_identity,Baserat på 4116 liknande annonser. Baserat på utropspriser i annonser (auktionsdata utesluten: varken märke eller modellnamn kunde fastställas). Endast annonser från senaste 8 månaderna. Endast matbord eller matgrupp.,low,True,False,-0.7,anonym
9,Matbord trä,kärnnamn + bild,3000,7000,330.0,880.0,2000.0,26,filtered,type_system:text+union2,18.1,none,,,,"['matbord', 'matgrupp']",none,,,visual_cohort,"Baserat på 26 liknande annonser. Baserat på visual_cohort. Endast annonser från senaste 8 månaderna. Orden identifierade ingen produkt och prisspridningen bland dem var 20x, så priset bygger på 26 annonser som LIKNAR din bild (likhet 0.66–0.79). Bara 26 annonser av just den modellen, så priset är sammanvägt med 6677 liknande annonser av samma märke och möbeltyp (vikt 0.81 på modellen). Endast matbord eller matgrupp.",low,False,False,-0.7066666666666667,anonym
10,Mio matgrupp,kärnnamn,3000,5000,583.0,1475.0,2500.0,210,filtered,type_system:text,210.0,none,,"6 stolar,4 stolar,8 stolar,3 stolar",,['matgrupp'],none,,,asking,Baserat på 210 liknande annonser. Baserat på utropspriser i annonser. Endast annonser från senaste 8 månaderna. Endast matgrupp.,low,False,False,-0.5083333333333333,övrigt
10,Mio matgrupp,kärnnamn + bild,3000,5000,583.0,1475.0,2500.0,210,filtered,type_system:text,210.0,none,,"6 stolar,4 stolar,8 stolar,3 stolar",,['matgrupp'],none,,,asking,Baserat på 210 liknande annonser. Baserat på utropspriser i annonser. Endast annonser från senaste 8 månaderna. Endast matgrupp.,low,False,False,-0.5083333333333333,övrigt
11,Matgrupp byCrea,kärnnamn,5000,15000,500.0,1000.0,2000.0,1092,filtered,type_system:text,1092.0,none,,"6 stolar,10 stolar,5 stolar,4 stolar,8 stolar,2 stolar,3 stolar",,['matgrupp'],none,,,asking_forced_unknown_identity,Baserat på 1092 liknande annonser. Baserat på utropspriser i annonser (auktionsdata utesluten: varken märke eller modellnamn kunde fastställas). Endast annonser från senaste 8 månaderna. Endast matgrupp.,low,False,False,-0.8,anonym
11,Matgrupp byCrea,kärnnamn + bild,5000,15000,158.0,1250.0,2500.0,30,filtered,type_system:text,19.8,none,,,,['matgrupp'],none,,,visual_cohort,"Baserat på 30 liknande annonser. Baserat på visual_cohort. Endast annonser från senaste 8 månaderna. Orden identifierade ingen produkt och prisspridningen bland dem var 22x, så priset bygger på 30 annonser som LIKNAR din bild (likhet 0.64–0.68). Endast matgrupp.",low,False,False,-0.75,anonym
12,DUX säng 303,kärnnamn,50000,80000,,,,0,ignored,type_system:text,0.0,none,,,,['sang'],none,,,all,Hittade inga liknande annonser.,none,False,False,,tunt
12,DUX säng 303,kärnnamn + bild,50000,80000,,,,0,ignored,type_system:text,0.0,none,,,,['sang'],none,,,all,Hittade inga liknande annonser.,none,False,False,,tunt
13,Ikea skotterud,kärnnamn,1000,2500,1500.0,1900.0,2500.0,40,filtered,type_system:prior,40.0,none,,,,['sang'],none,,,asking,Baserat på 40 liknande annonser. Baserat på utropspriser i annonser. Endast annonser från senaste 8 månaderna. Endast säng.,high,True,True,0.0,övrigt
13,Ikea skotterud,kärnnamn + bild,1000,2500,1500.0,1900.0,2500.0,40,filtered,type_system:image,40.0,none,,,,['sang'],none,,,asking,Baserat på 40 liknande annonser. Baserat på utropspriser i annonser. Endast annonser från senaste 8 månaderna. Endast säng.,high,True,True,0.0,övrigt
