nr,möbel,läge,facit_low,facit_high,low,default,high,n,variantMethod,variantSource,effectiveN,sizeMethod,sizeQuery,sizeWarning,filtersConverted,variant,imageFiltered,cellLevel,cellKey,priceBasis,note,confidence,träff_intervall,träff_default,avvikelse,felklass
6,Jysk fåtölj,kärnnamn,350,1000,500,800,1000,95,filtered,type_system:text,95.0,none,,,,['fatolj'],none,,,asking,Baserat på 95 liknande annonser. Baserat på utropspriser i annonser. Endast annonser från senaste 8 månaderna. Endast fåtölj.,high,True,True,0.0,övrigt
6,Jysk fåtölj,kärnnamn + bild,350,1000,500,800,1000,95,filtered,type_system:text,95.0,none,,,,['fatolj'],none,,,asking,Baserat på 95 liknande annonser. Baserat på utropspriser i annonser. Endast annonser från senaste 8 månaderna. Endast fåtölj.,high,True,True,0.0,övrigt
7,Swedese Lamino,kärnnamn,8500,12000,4000,9500,11500,36,none,unresolved,36.0,none,,,,,none,,,asking,"Baserat på 36 liknande annonser. Möbeltypen kunde inte avgöras vare sig ur bilden eller texten, så jämförelsen är gjord på hela träffmängden. Baserat på utropspriser i annonser. Endast annonser från senaste 8 månaderna.",low,True,True,0.0,övrigt
7,Swedese Lamino,kärnnamn + bild,8500,12000,4999,10000,13000,36,weighted,type_system:image+union2,27.0,none,,,variant,"['fatolj', 'stol']",none,,,asking,Baserat på 36 liknande annonser. Baserat på utropspriser i annonser. Endast annonser från senaste 8 månaderna.,high,True,True,0.0,övrigt
8,DUX Bruno Mathsson Eva,kärnnamn,3500,6500,3061,5892,7744,15,none,unresolved,15.0,none,,,,,none,,,asking,"Baserat på 15 liknande annonser. Möbeltypen kunde inte avgöras vare sig ur bilden eller texten, så jämförelsen är gjord på hela träffmängden. Baserat på utropspriser i annonser. För få annonser inom 8 månader, så de 15 senaste används oavsett ålder. Bara 15 annonser av just den modellen, så priset är sammanvägt med 57 liknande annonser av samma märke och möbeltyp (vikt 0.71 på modellen).",low,True,True,0.0,tunt
8,DUX Bruno Mathsson Eva,kärnnamn + bild,3500,6500,2750,5500,6500,15,weighted,type_system:image+union2,13.5,none,,,variant,"['fatolj', 'stol']",none,,,asking,"Baserat på 15 liknande annonser. Baserat på utropspriser i annonser. För få annonser inom 8 månader, så de 15 senaste används oavsett ålder.",high,True,True,0.0,tunt
9,Matbord trä,kärnnamn,3000,7000,275,1200,4000,407,filtered,type_system:text+union2,407.0,none,,"4 stolar,6 stolar,8 stolar,150-200cm,100-150cm,250-300cm,200-250cm",,"['matbord', 'matgrupp']",none,,,asking_forced_unknown_identity,Baserat på 407 liknande annonser. Baserat på utropspriser i annonser (auktionsdata utesluten: varken märke eller modellnamn kunde fastställas). Endast annonser från senaste 8 månaderna. Endast matbord eller matgrupp.,low,True,False,-0.6,anonym
9,Matbord trä,kärnnamn + bild,3000,7000,330,900,2000,26,filtered,type_system:text+union2,18.1,none,,,,"['matbord', 'matgrupp']",none,,,visual_cohort,"Baserat på 26 liknande annonser. Baserat på visual_cohort. Endast annonser från senaste 8 månaderna. Orden identifierade ingen produkt och prisspridningen bland dem var 18x, så priset bygger på 26 annonser som LIKNAR din bild (likhet 0.66–0.79). Bara 26 annonser av just den modellen, så priset är sammanvägt med 6677 liknande annonser av samma märke och möbeltyp (vikt 0.81 på modellen). Endast matbord eller matgrupp.",low,False,False,-0.7,anonym
10,Mio matgrupp,kärnnamn,3000,5000,583,1500,2500,210,filtered,type_system:text,210.0,none,,"6 stolar,4 stolar,8 stolar,3 stolar",,['matgrupp'],none,,,asking,Baserat på 210 liknande annonser. Baserat på utropspriser i annonser. Endast annonser från senaste 8 månaderna. Endast matgrupp.,low,False,False,-0.5,övrigt
10,Mio matgrupp,kärnnamn + bild,3000,5000,583,1500,2500,210,filtered,type_system:text,210.0,none,,"6 stolar,4 stolar,8 stolar,3 stolar",,['matgrupp'],none,,,asking,Baserat på 210 liknande annonser. Baserat på utropspriser i annonser. Endast annonser från senaste 8 månaderna. Endast matgrupp.,low,False,False,-0.5,övrigt
11,Matgrupp byCrea,kärnnamn,5000,15000,500,1250,2000,1092,filtered,type_system:text,1092.0,none,,"6 stolar,10 stolar,5 stolar,4 stolar,8 stolar,2 stolar,3 stolar",,['matgrupp'],none,,,asking,Baserat på 1092 liknande annonser. Sökningen breddades: orden 'bycrea' gav för få träffar och utelämnades. Baserat på utropspriser i annonser. Endast annonser från senaste 8 månaderna. Endast matgrupp.,low,False,False,-0.75,anonym
11,Matgrupp byCrea,kärnnamn + bild,5000,15000,500,1250,2000,1092,filtered,type_system:text,1092.0,none,,"6 stolar,10 stolar,5 stolar,4 stolar,8 stolar,2 stolar,3 stolar",,['matgrupp'],none,,,asking,Baserat på 1092 liknande annonser. Sökningen breddades: orden 'bycrea' gav för få träffar och utelämnades. Baserat på utropspriser i annonser. Endast annonser från senaste 8 månaderna. Endast matgrupp.,low,False,False,-0.75,anonym
12,DUX säng 303,kärnnamn,50000,80000,650,1200,2950,41,filtered,type_system:text,41.0,none,,,,['sang'],none,,,asking,Baserat på 41 liknande annonser. Sökningen breddades: orden '303' gav för få träffar och utelämnades. Baserat på utropspriser i annonser. Endast annonser från senaste 8 månaderna. Endast säng.,low,False,False,-0.976,övrigt
12,DUX säng 303,kärnnamn + bild,50000,80000,650,1200,2950,41,filtered,type_system:text,41.0,none,,,,['sang'],none,,,asking,Baserat på 41 liknande annonser. Sökningen breddades: orden '303' gav för få träffar och utelämnades. Baserat på utropspriser i annonser. Endast annonser från senaste 8 månaderna. Endast säng.,low,False,False,-0.976,övrigt
13,Ikea skotterud,kärnnamn,1000,2500,1500,1995,2500,40,filtered,type_system:prior,40.0,none,,,,['sang'],none,,,asking,Baserat på 40 liknande annonser. Baserat på utropspriser i annonser. Endast annonser från senaste 8 månaderna. Endast säng.,high,True,True,0.0,övrigt
13,Ikea skotterud,kärnnamn + bild,1000,2500,1500,1995,2500,40,filtered,type_system:image,40.0,none,,,,['sang'],none,,,asking,Baserat på 40 liknande annonser. Baserat på utropspriser i annonser. Endast annonser från senaste 8 månaderna. Endast säng.,high,True,True,0.0,övrigt
