nr,möbel,läge,facit_low,facit_high,low,default,high,n,variantMethod,variantSource,effectiveN,sizeMethod,sizeQuery,sizeWarning,filtersConverted,variant,imageFiltered,cellLevel,cellKey,priceBasis,note,confidence,träff_intervall,träff_default,avvikelse,felklass
6,IKEA stocksund,kärnnamn,800,2000,36,642,2543,15,weighted,type_system:prior+union3,12.0,none,,,variant,"['baddsoffa', 'hornsoffa', 'soffa']",none,full,ikea|soffa|stocksund|,asking,"Baserat på 15 liknande annonser. Baserat på utropspriser i annonser. För få annonser inom 8 månader, så de 15 senaste används oavsett ålder. Bara 15 annonser av just den modellen, så priset är sammanvägt med 1342 liknande annonser av samma märke och möbeltyp (vikt 0.71 på modellen).",low,True,False,-0.1975,tunt
6,IKEA stocksund,kärnnamn + bild,800,2000,36,642,2543,15,weighted,type_system:image+union3,12.0,none,,,variant,"['baddsoffa', 'hornsoffa', 'soffa']",none,full,ikea|soffa|stocksund|,asking,"Baserat på 15 liknande annonser. Baserat på utropspriser i annonser. För få annonser inom 8 månader, så de 15 senaste används oavsett ålder. Bara 15 annonser av just den modellen, så priset är sammanvägt med 1342 liknande annonser av samma märke och möbeltyp (vikt 0.71 på modellen).",low,True,False,-0.1975,tunt
7,Stalands happy,kärnnamn,3000,6000,300,450,9500,19124,none,unresolved,19124.0,none,,"50-100cm,100-150cm,2-sits,5-sits,150-200cm,200-250cm,divan,3-sits,u-soffa,300-350cm,250-300cm,4-sits",,,none,full,|okand||,asking,"Baserat på 19124 liknande annonser. Möbeltypen kunde inte avgöras vare sig ur bilden eller texten, så jämförelsen är gjord på hela träffmängden. Baserat på utropspriser i annonser. Endast annonser från senaste 8 månaderna.",low,True,False,-0.85,övrigt
7,Stalands happy,kärnnamn + bild,3000,6000,1000,1500,9500,1407,filtered,type_system:image+union3,1407.0,none,,"2-sits,5-sits,200-250cm,divan,3-sits,u-soffa,4-sits",,"['baddsoffa', 'hornsoffa', 'soffa']",none,full,|okand||,asking,"Baserat på 1407 liknande annonser. Baserat på utropspriser i annonser. Endast annonser från senaste 8 månaderna. Endast bäddsoffa, hörnsoffa eller soffa.",low,True,False,-0.5,övrigt
8,Kartell Victoria Ghost,kärnnamn,1000,2000,538,959,2618,26,none,unresolved,26.0,none,,,,,none,marke_x_typ,kartell|stol,asking,"Baserat på 26 liknande annonser. Möbeltypen kunde inte avgöras vare sig ur bilden eller texten, så jämförelsen är gjord på hela träffmängden. Baserat på utropspriser i annonser. Endast annonser från senaste 8 månaderna. Bara 26 annonser av just den modellen, så priset är sammanvägt med 50 liknande annonser av samma märke och möbeltyp (vikt 0.81 på modellen).",low,True,False,-0.041,övrigt
8,Kartell Victoria Ghost,kärnnamn + bild,1000,2000,538,959,2618,26,none,unresolved,26.0,none,,,,,none,marke_x_typ,kartell|stol,asking,"Baserat på 26 liknande annonser. Möbeltypen kunde inte avgöras vare sig ur bilden eller texten, så jämförelsen är gjord på hela träffmängden. Baserat på utropspriser i annonser. Endast annonser från senaste 8 månaderna. Bara 26 annonser av just den modellen, så priset är sammanvägt med 50 liknande annonser av samma märke och möbeltyp (vikt 0.81 på modellen).",low,True,False,-0.041,övrigt
9,Matgrupp 5 stolar,kärnnamn,1500,2500,1800,2200,3900,404,filtered,type_system:text,404.0,none,,,,['matgrupp'],none,full,|matgrupp||,asking_forced_unknown_identity,Baserat på 404 liknande annonser. Baserat på utropspriser i annonser (auktionsdata utesluten: varken märke eller modellnamn kunde fastställas). Endast annonser från senaste 8 månaderna. Endast matgrupp.,high,True,True,0.0,anonym
9,Matgrupp 5 stolar,kärnnamn + bild,1500,2500,1800,2200,3900,404,filtered,type_system:text,404.0,none,,,,['matgrupp'],none,full,|matgrupp||,asking_forced_unknown_identity,Baserat på 404 liknande annonser. Baserat på utropspriser i annonser (auktionsdata utesluten: varken märke eller modellnamn kunde fastställas). Endast annonser från senaste 8 månaderna. Endast matgrupp.,high,True,True,0.0,anonym
10,Ekbord med stolar,kärnnamn,2000,5000,750,1000,4950,1952,filtered,type_system:text+union2,1952.0,none,,"50-100cm,100-150cm,150-200cm,250-300cm,200-250cm,6 stolar,300-350cm",,"['matbord', 'matgrupp']",none,full,|matbord||,asking_forced_unknown_identity,Baserat på 1952 liknande annonser. Baserat på utropspriser i annonser (auktionsdata utesluten: varken märke eller modellnamn kunde fastställas). Endast annonser från senaste 8 månaderna. Endast matbord eller matgrupp.,low,True,False,-0.5,anonym
10,Ekbord med stolar,kärnnamn + bild,2000,5000,150,800,2200,18,filtered,type_system:text+union2,14.7,none,,,,"['matbord', 'matgrupp']",none,full,|matbord||,visual_cohort,"Baserat på 18 liknande annonser. Baserat på visual_cohort. Endast annonser från senaste 8 månaderna. Orden identifierade ingen produkt och prisspridningen bland dem var 15x, så priset bygger på 18 annonser som LIKNAR din bild (likhet 0.79–0.85). Bara 18 annonser av just den modellen, så priset är sammanvägt med 6677 liknande annonser av samma märke och möbeltyp (vikt 0.75 på modellen). Endast matbord eller matgrupp.",low,True,False,-0.6,anonym
