nr,möbel,läge,facit_low,facit_high,low,default,high,n,variantMethod,variantSource,effectiveN,sizeMethod,sizeQuery,sizeWarning,filtersConverted,variant,imageFiltered,cellLevel,cellKey,priceBasis,note,confidence,träff_intervall,träff_default,avvikelse,felklass
6,IKEA stocksund,kärnnamn,800,2000,500.0,750.0,1250.0,32,weighted,type_system:prior+union3,27.5,none,,,variant,"['baddsoffa', 'hornsoffa', 'soffa']",none,,,asking,Baserat på 32 liknande annonser. Baserat på utropspriser i annonser. Endast annonser från senaste 8 månaderna.,high,True,False,-0.0625,övrigt
6,IKEA stocksund,kärnnamn + bild,800,2000,500.0,750.0,1250.0,32,weighted,type_system:image+union3,27.5,none,,,variant,"['baddsoffa', 'hornsoffa', 'soffa']",none,,,asking,Baserat på 32 liknande annonser. Baserat på utropspriser i annonser. Endast annonser från senaste 8 månaderna.,high,True,False,-0.0625,övrigt
7,Stalands happy,kärnnamn,3000,6000,1157.0,3658.0,5931.0,2,none,unresolved,2.0,none,,,,,none,,,asking,"Tunt underlag: bara 2 liknande annonser hittades. Fönstret täcker hela träffmängden, så intervallet är osäkert. Möbeltypen kunde inte avgöras vare sig ur bilden eller texten, så jämförelsen är gjord på hela träffmängden. Baserat på utropspriser i annonser. För få annonser inom 8 månader, så de 15 senaste används oavsett ålder. Bara 2 annonser av just den modellen, så priset är sammanvägt med 25 liknande annonser av samma märke och möbeltyp (vikt 0.25 på modellen).",low,True,True,0.0,tunt
7,Stalands happy,kärnnamn + bild,3000,6000,1157.0,3658.0,5931.0,2,ignored,type_system:image+union3,2.0,none,,,,"['baddsoffa', 'hornsoffa', 'soffa']",none,,,asking,"Tunt underlag: bara 2 liknande annonser hittades. Fönstret täcker hela träffmängden, så intervallet är osäkert. Baserat på utropspriser i annonser. För få annonser inom 8 månader, så de 15 senaste används oavsett ålder. Bara 2 annonser av just den modellen, så priset är sammanvägt med 25 liknande annonser av samma märke och möbeltyp (vikt 0.25 på modellen). Möbeltypen bäddsoffa, hörnsoffa eller soffa gav för tunt underlag och ingår inte i beräkningen.",low,True,True,0.0,tunt
8,Kartell Victoria Ghost,kärnnamn,1000,2000,456.0,811.0,1483.0,15,none,unresolved,15.0,none,,,,,none,,,realized_corrected_1.36,"Baserat på 15 liknande annonser. Möbeltypen kunde inte avgöras vare sig ur bilden eller texten, så jämförelsen är gjord på hela träffmängden. Baserat på realized_corrected_1.36. För få annonser inom 8 månader, så de 15 senaste används oavsett ålder. Bara 15 annonser av just den modellen, så priset är sammanvägt med 50 liknande annonser av samma märke och möbeltyp (vikt 0.71 på modellen).",low,True,False,-0.189,tunt
8,Kartell Victoria Ghost,kärnnamn + bild,1000,2000,456.0,811.0,1483.0,15,none,unresolved,15.0,none,,,,,none,,,realized_corrected_1.36,"Baserat på 15 liknande annonser. Möbeltypen kunde inte avgöras vare sig ur bilden eller texten, så jämförelsen är gjord på hela träffmängden. Baserat på realized_corrected_1.36. För få annonser inom 8 månader, så de 15 senaste används oavsett ålder. Bara 15 annonser av just den modellen, så priset är sammanvägt med 50 liknande annonser av samma märke och möbeltyp (vikt 0.71 på modellen).",low,True,False,-0.189,tunt
9,Matgrupp 5 stolar,kärnnamn,1500,2500,500.0,1000.0,2000.0,1092,filtered,type_system:text,1092.0,none,,"6 stolar,10 stolar,5 stolar,4 stolar,8 stolar,2 stolar,3 stolar",,['matgrupp'],none,,,asking_forced_unknown_identity,Baserat på 1092 liknande annonser. Baserat på utropspriser i annonser (auktionsdata utesluten: varken märke eller modellnamn kunde fastställas). Endast annonser från senaste 8 månaderna. Endast matgrupp.,low,True,False,-0.3333333333333333,anonym
9,Matgrupp 5 stolar,kärnnamn + bild,1500,2500,500.0,1000.0,2000.0,1092,filtered,type_system:text,1092.0,none,,"6 stolar,10 stolar,5 stolar,4 stolar,8 stolar,2 stolar,3 stolar",,['matgrupp'],none,,,asking_forced_unknown_identity,Baserat på 1092 liknande annonser. Baserat på utropspriser i annonser (auktionsdata utesluten: varken märke eller modellnamn kunde fastställas). Endast annonser från senaste 8 månaderna. Endast matgrupp.,low,True,False,-0.3333333333333333,anonym
10,Ekbord med stolar,kärnnamn,2000,5000,300.0,900.0,6000.0,4116,filtered,type_system:text+union2,4116.0,none,,"5 stolar,4 stolar,2 stolar,6 stolar,8 stolar,3 stolar,50-100cm,100-150cm,150-200cm,250-300cm,200-250cm,300-350cm",,"['matbord', 'matgrupp']",none,,,asking_forced_unknown_identity,Baserat på 4116 liknande annonser. Baserat på utropspriser i annonser (auktionsdata utesluten: varken märke eller modellnamn kunde fastställas). Endast annonser från senaste 8 månaderna. Endast matbord eller matgrupp.,low,True,False,-0.55,anonym
10,Ekbord med stolar,kärnnamn + bild,2000,5000,150.0,800.0,2200.0,18,filtered,type_system:text+union2,14.7,none,,,,"['matbord', 'matgrupp']",none,,,visual_cohort,"Baserat på 18 liknande annonser. Baserat på visual_cohort. Endast annonser från senaste 8 månaderna. Orden identifierade ingen produkt och prisspridningen bland dem var 20x, så priset bygger på 18 annonser som LIKNAR din bild (likhet 0.79–0.85). Bara 18 annonser av just den modellen, så priset är sammanvägt med 6677 liknande annonser av samma märke och möbeltyp (vikt 0.75 på modellen). Endast matbord eller matgrupp.",low,True,False,-0.6,anonym
